노선번호,정류장순서,정류장코드,정류장명,선탑건수합계,후탑건수합계,승차합계,하차합계,오전4시00분_승차건수(선탑_후탑),오전4시00분_하차건수,오전4시30분_승차건수(선탑_후탑),오전4시30분_하차건수,오전5시00분_승차건수(선탑_후탑),오전5시00분_하차건수,오전5시30분_승차건수(선탑_후탑),오전5시30분_하차건수,오전6시00분_승차건수(선탑_후탑),오전6시00분_하차건수,오전6시30분_승차건수(선탑_후탑),오전6시30분_하차건수,오전7시00분_승차건수(선탑_후탑),오전7시00분_하차건수,오전7시30분_승차건수(선탑_후탑),오전7시30분_하차건수,오전8시00분_승차건수(선탑_후탑),오전8시00분_하차건수,오전8시30분_승차건수(선탑_후탑),오전8시30분_하차건수,오전9시00분_승차건수(선탑_후탑),오전9시00분_하차건수,오전9시30분_승차건수(선탑_후탑),오전9시30분_하차건수,오전10시00분_승차건수(선탑_후탑),오전10시00분_하차건수,오전10시30분_승차건수(선탑_후탑),오전10시30분_하차건수,오전11시00분_승차건수(선탑_후탑),오전11시00분_하차건수,오전11시30분_승차건수(선탑_후탑),오전11시30분_하차건수,오후12시00분_승차건수(선탑_후탑),오후12시00분_하차건수,오후12시30분_승차건수(선탑_후탑),오후12시30분_하차건수,오후1시00분_승차건수(선탑_후탑),오후1시00분_하차건수,오후1시30분_승차건수(선탑_후탑),오후1시30분_하차건수,오후2시00분_승차건수(선탑_후탑),오후2시00분_하차건수,오후2시30분_승차건수(선탑_후탑),오후2시30분_하차건수,오후3시00분_승차건수(선탑_후탑),오후3시00분_하차건수,오후3시30분_승차건수(선탑_후탑),오후3시30분_하차건수,오후4시00분_승차건수(선탑_후탑),오후4시00분_하차건수,오후4시30분_승차건수(선탑_후탑),오후4시30분_하차건수,오후5시00분_승차건수(선탑_후탑),오후5시00분_하차건수,오후5시30분_승차건수(선탑_후탑),오후5시30분_하차건수,오후6시00분_승차건수(선탑_후탑),오후6시00분_하차건수,오후6시30분_승차건수(선탑_후탑),오후6시30분_하차건수,오후7시00분_승차건수(선탑_후탑),오후7시00분_하차건수,오후7시30분_승차건수(선탑_후탑),오후7시30분_하차건수,오후8시00분_승차건수(선탑_후탑),오후8시00분_하차건수,오후8시30분_승차건수(선탑_후탑),오후8시30분_하차건수,오후9시00분_승차건수(선탑_후탑),오후9시00분_하차건수,오후9시30분_승차건수(선탑_후탑),오후9시30분_하차건수,오후10시00분_승차건수(선탑_후탑),오후10시00분_하차건수,오후10시30분_승차건수(선탑_후탑),오후10시30분_하차건수,오후11시00분_승차건수(선탑_후탑),오후11시00분_하차건수,오후11시30분_승차건수(선탑_후탑),오후11시30분_하차건수,오전12시00분_승차건수(선탑_후탑),오전12시00분_하차건수,오전12시30분_승차건수(선탑_후탑),오전12시30분_하차건수,오전1시00분_승차건수(선탑_후탑),오전1시00분_하차건수,오전1시30분_승차건수(선탑_후탑),오전1시30분_승차합계,오전2시00분_승차건수(선탑_후탑),오전2시00분_하차건수,오전2시30분_승차건수(선탑_후탑),오전2시30분_하차건수,오전3시00분_승차건수(선탑_후탑),오전3시00분_하차건수,오전3시30분_승차건수(선탑_후탑),오전3시30분_하차건수
10,0,2620843,연제공용버스차고지,19,35,54,1,0,0,2,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,3,0,0,0,2,0,0,0,3,0,3,0,3,1,0,0,0,0,5,0,1,0,1,0,1,0,7,0,3,0,3,0,0,0,1,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,2609878,개인택시조합,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,2,2609879,부산의료원,10,16,26,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,2,0,3,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,3,2609880,삼정그린아파트,3,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,4,2601702,사직실내수영장,46,15,61,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,5,1,1,0,2,0,4,0,4,0,4,0,2,0,2,0,1,0,2,0,2,0,0,0,1,0,2,0,8,0,1,0,4,0,1,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,5,2612384,아시아드주경기장,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,6,2620841,사직119안전센터,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,7,2610528,사직여중,47,0,47,11,0,0,0,0,1,0,0,0,1,0,1,0,1,1,15,0,3,0,1,0,1,0,1,0,1,0,5,1,1,0,0,1,0,0,1,0,2,4,3,1,3,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,8,2610529,사직여고,281,2,283,8,0,0,2,0,3,0,6,0,5,0,6,0,9,0,18,0,18,0,12,0,9,0,15,1,7,0,8,0,6,0,5,1,9,0,3,0,4,1,4,1,6,0,4,0,5,0,10,1,5,0,12,1,9,0,20,0,9,1,16,1,3,0,3,0,7,0,0,0,21,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,9,2610530,사직중학교,86,0,86,3,0,0,0,0,1,0,1,0,1,0,4,0,8,0,20,1,7,0,3,0,2,0,3,0,2,0,2,0,5,0,4,0,3,1,3,0,5,0,3,0,1,0,1,0,3,0,1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10,2614053,사직초등학교,155,1,156,3,0,0,6,0,2,0,3,0,7,0,5,0,5,0,14,0,8,0,9,0,8,0,5,1,2,0,6,0,7,0,2,0,9,0,4,0,6,0,5,0,6,0,2,0,3,0,3,0,1,0,6,0,5,0,2,0,3,0,3,0,3,0,2,0,0,2,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,11,2610532,사직2동주민센터,99,16,115,3,0,0,0,0,0,0,2,0,4,0,2,0,10,1,11,0,8,0,4,0,1,0,4,0,1,0,1,0,11,0,7,0,5,0,5,0,0,0,3,1,2,0,1,0,3,0,2,0,7,1,3,0,2,0,6,0,6,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,12,2610533,삼익아파트,41,6,47,4,0,0,2,0,1,0,0,1,1,0,1,0,1,0,6,0,4,0,2,0,2,0,3,0,2,0,1,0,1,0,2,0,1,0,2,0,2,0,1,0,1,0,0,1,0,0,0,0,2,1,3,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,13,2610534,국민시장,31,6,37,26,0,0,0,0,2,0,1,1,0,1,0,0,2,0,0,0,1,0,0,1,4,3,0,4,0,0,0,2,7,0,0,0,1,3,2,0,0,1,1,2,2,1,2,0,0,0,1,0,1,0,1,2,3,1,0,0,3,1,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,14,2601521,사직야구장,95,15,110,39,0,0,3,0,2,0,5,1,1,0,0,0,4,0,2,3,3,1,5,1,0,1,3,5,2,1,2,1,5,1,2,1,5,2,4,0,1,1,2,0,8,2,2,0,7,0,5,3,0,2,2,1,3,4,1,0,1,4,2,2,1,0,4,1,4,1,1,0,9,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,15,2601641,사직운동장,31,8,39,49,0,0,1,0,1,2,0,1,1,2,0,0,1,3,1,2,4,7,5,0,0,2,2,0,0,1,2,0,0,1,1,2,2,4,1,0,0,3,0,0,1,3,1,4,4,2,1,0,0,0,0,3,1,0,0,0,0,2,2,0,4,0,1,0,0,0,1,0,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16,2601787,여명중학교,94,1,95,10,0,0,0,0,3,0,0,0,0,0,0,0,6,0,5,0,7,0,6,0,6,2,4,1,2,0,3,0,0,0,0,0,5,0,0,0,4,0,2,0,0,0,2,0,2,0,10,2,0,0,5,0,9,0,0,0,4,1,0,2,2,1,2,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,17,2610538,대선주조,93,1,94,6,0,0,0,0,2,0,5,0,3,0,3,1,1,0,3,2,2,0,3,0,4,0,2,0,0,0,2,0,6,1,3,1,3,0,3,1,5,0,2,0,0,0,1,0,2,0,3,0,0,0,4,0,9,0,5,0,6,0,7,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,18,2610539,화신아파트,60,3,63,40,0,0,3,0,2,0,2,0,1,5,2,0,2,3,5,4,7,6,1,3,4,0,1,2,1,1,1,1,3,0,1,0,4,2,3,1,1,0,2,1,2,0,2,1,1,1,2,6,0,0,2,0,2,0,0,0,0,1,1,1,2,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,19,2621699,교대역,51,11,62,248,0,0,0,0,2,2,1,4,0,7,0,6,0,14,2,37,1,26,1,17,1,9,2,5,1,4,2,4,3,5,1,6,5,5,0,7,5,13,2,11,1,10,0,4,1,3,2,11,2,1,3,4,1,7,2,2,7,6,1,9,5,2,3,4,2,0,2,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,20,2621698,동해선교대역,24,36,60,49,0,0,3,0,2,0,1,1,1,1,1,2,0,1,2,7,2,2,0,5,1,2,3,0,8,0,1,0,0,1,2,3,1,1,2,3,1,1,1,0,3,2,1,2,4,3,4,1,1,2,3,1,1,0,1,1,4,0,1,2,1,0,1,0,0,2,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,21,2601263,거제1치안센터,31,1,32,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,2,0,0,0,2,0,1,0,3,0,1,0,2,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2,0,2,0,3,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,22,2616317,법원검찰청.거제역,70,20,90,14,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2,1,4,2,2,1,1,0,1,1,2,0,2,0,0,0,2,2,2,1,4,2,2,2,1,0,8,0,3,0,1,0,5,0,5,0,4,0,8,0,5,0,11,0,2,0,2,0,1,0,0,0,1,0,1,0,2,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,23,2604813,경남아파트,44,6,50,4,0,0,0,0,6,0,0,0,0,0,0,0,3,0,5,0,0,1,4,0,2,0,2,0,3,0,2,0,1,0,0,0,0,0,1,0,1,2,1,0,1,0,1,0,0,0,1,0,1,0,1,0,4,0,0,0,1,0,1,0,1,0,0,0,5,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,24,2601266,동해선거제해맞이역,73,20,93,15,0,0,0,0,11,0,5,0,2,0,0,0,0,0,2,1,10,0,5,1,5,0,1,0,0,0,3,1,4,0,2,2,4,0,3,1,0,0,0,0,1,2,2,0,3,0,2,1,2,1,5,1,1,0,7,1,2,1,2,1,4,1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,25,2601904,유림아시아드아파트.거제초교,43,1,44,8,0,0,0,0,1,0,2,0,2,0,1,0,1,0,2,0,2,0,1,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,1,0,4,0,0,0,1,0,1,1,1,0,1,0,5,0,0,0,0,1,5,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,26,2601267,하마정,55,8,63,8,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,1,0,2,0,0,0,4,0,0,0,0,0,4,2,1,0,3,1,4,1,2,0,3,0,0,0,2,0,5,0,1,0,4,0,3,0,1,2,4,0,0,0,4,0,1,0,2,0,2,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,27,2601268,양정대원칸타빌,79,3,82,11,0,0,0,0,5,0,5,0,6,0,2,0,3,0,5,0,5,0,4,0,1,0,3,0,0,1,0,0,5,0,3,0,2,3,3,0,2,1,1,0,1,0,1,1,0,0,1,0,5,2,1,2,0,0,1,0,2,0,1,0,0,0,3,0,5,0,1,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,28,2621680,송상현광장,27,29,56,24,0,0,0,0,2,0,2,0,0,1,0,0,2,0,0,0,1,2,3,0,1,1,0,0,4,0,1,0,0,2,2,1,2,0,0,0,2,4,0,1,1,0,0,1,2,1,1,0,7,2,1,0,2,0,3,2,6,0,1,2,2,1,0,1,1,1,2,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,29,2621681,부전역,70,28,98,50,0,0,0,0,1,2,0,1,2,1,0,0,1,1,0,4,3,4,3,0,3,2,1,0,2,3,3,1,3,3,2,3,1,2,3,2,5,1,2,1,3,0,2,0,4,0,4,1,7,2,3,4,8,5,2,1,12,0,4,0,1,0,2,1,2,0,0,0,0,2,5,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,30,2621687,부전시장,173,59,232,56,0,0,0,0,1,7,0,2,1,2,2,1,4,0,2,3,5,0,5,0,7,0,3,1,7,4,7,3,5,3,8,4,8,0,13,0,13,3,6,1,10,1,12,4,11,0,16,1,5,2,15,3,9,0,15,4,7,2,11,3,4,1,8,0,4,0,2,1,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,31,2621682,서면역.서면지하상가,101,67,168,106,0,0,0,0,4,11,1,1,0,4,2,1,3,1,7,0,3,3,0,3,1,2,1,2,2,3,4,0,1,2,5,4,2,1,4,6,2,7,7,7,2,2,5,3,8,1,4,3,10,9,16,6,2,2,11,3,4,5,12,4,8,1,0,2,15,3,2,0,5,0,4,2,8,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,32,2621683,서면한전,94,28,122,32,0,0,0,0,4,0,0,1,0,2,0,0,1,0,0,0,1,1,6,0,0,0,1,1,0,0,1,1,0,1,1,4,1,0,2,2,5,2,1,0,6,1,3,2,4,5,2,1,7,0,3,1,12,0,8,0,3,1,9,2,5,3,4,0,5,0,5,0,1,0,6,1,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,33,2621901,범내골역,42,17,59,29,0,0,0,0,2,0,0,2,0,2,0,2,0,0,2,0,2,0,0,2,2,0,2,0,0,0,1,2,2,2,0,0,3,1,3,2,2,0,4,0,3,3,1,1,0,2,0,0,1,2,2,0,1,0,4,4,4,1,3,0,1,1,0,0,4,0,1,0,1,0,1,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,34,2621900,중앙시장,58,43,101,35,0,0,0,0,2,0,2,1,1,1,2,2,2,1,5,4,1,1,2,1,2,0,1,0,0,0,2,0,2,1,0,1,3,2,6,0,1,1,0,1,1,1,3,0,6,1,3,3,3,5,6,2,4,1,10,3,2,1,10,0,4,0,5,0,5,1,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,35,2602515,범일동국민은행,137,102,239,32,0,0,0,0,0,0,1,1,2,1,2,0,1,0,0,1,4,0,5,2,5,0,5,0,7,0,7,1,3,1,6,0,5,2,6,1,12,2,4,2,4,1,10,1,9,5,6,0,8,1,6,1,18,1,12,2,18,0,16,2,7,0,5,0,9,0,13,2,3,0,5,0,8,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,36,2603150,문현교차로,115,89,204,57,0,0,0,0,3,3,1,0,4,0,1,0,3,0,2,1,3,0,3,2,4,1,2,0,4,4,8,3,10,1,2,1,12,3,5,2,7,3,6,0,0,0,7,3,5,0,9,1,18,4,7,1,11,3,8,7,10,4,16,4,5,0,4,1,8,1,5,0,0,1,4,1,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,37,2603151,문현3동행정복지센터,55,4,59,21,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,6,1,3,1,4,1,0,0,1,0,2,1,0,0,5,0,2,3,0,0,1,1,2,0,0,1,1,0,2,2,2,1,4,0,3,0,1,1,2,1,3,1,1,0,2,1,0,0,4,2,0,0,0,0,2,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,38,2603152,문현삼거리,54,1,55,23,0,0,0,0,1,0,0,0,0,0,2,0,0,0,6,0,5,0,3,2,2,1,1,0,4,0,0,1,0,1,1,0,1,0,0,2,0,2,2,0,2,0,1,1,1,4,5,0,2,0,3,1,3,2,1,0,2,4,3,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,39,2603153,현대주유소,137,5,142,45,0,0,0,0,7,0,2,0,2,1,8,0,3,0,4,0,8,0,6,0,7,1,8,2,4,0,8,2,6,0,1,2,7,2,2,1,2,1,6,3,2,0,4,3,6,1,3,2,7,5,5,5,1,1,7,3,3,0,1,5,1,1,3,0,3,0,1,2,0,0,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,40,2612279,대연SK뷰아파트,134,3,137,43,0,0,0,0,5,0,3,0,1,0,2,3,4,0,1,0,4,0,3,1,10,0,4,0,0,2,2,2,7,2,7,1,2,2,3,0,5,3,3,1,1,2,5,1,7,1,5,2,1,0,26,1,0,1,9,3,3,2,4,2,2,2,4,1,1,2,1,1,1,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,41,2610559,연포초등학교,129,2,131,25,0,0,0,0,0,0,3,1,0,1,2,0,1,0,4,1,7,0,3,0,4,0,5,0,7,0,3,1,2,1,7,2,2,0,2,0,4,1,2,1,4,1,2,1,5,0,8,3,2,1,16,2,3,0,4,0,7,1,1,2,4,1,6,0,5,2,1,0,1,1,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,42,2620163,세연고등학교,30,2,32,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,3,0,1,0,1,1,0,0,1,0,5,0,0,1,0,0,2,1,1,1,0,1,0,1,1,0,0,1,0,0,7,3,2,6,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,43,2603157,대연교회,156,2,158,41,0,0,0,0,0,0,0,0,0,0,5,0,6,0,5,1,16,3,2,0,11,2,5,2,4,1,1,2,3,0,6,2,2,0,26,0,4,1,6,4,2,2,2,0,2,2,7,1,4,0,7,2,4,0,8,0,5,2,3,3,2,0,2,3,3,2,1,1,2,0,1,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,44,2603158,대연초등학교,49,14,63,76,0,0,0,0,0,0,0,4,0,0,0,0,2,2,2,0,2,3,2,4,1,6,1,4,3,5,0,3,0,3,4,4,0,0,1,2,2,2,1,2,1,1,3,5,5,2,2,1,3,3,3,5,1,2,10,3,1,5,1,4,6,1,2,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,45,2601172,대연역,40,18,58,127,0,0,0,0,0,0,0,7,3,0,1,5,4,4,5,3,8,10,3,7,1,9,5,5,2,2,1,2,2,3,4,3,2,4,0,0,3,8,1,0,2,0,2,2,3,3,1,2,0,5,0,17,0,2,2,4,0,2,0,0,0,3,0,7,0,3,0,2,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,46,2601098,경성대학교입구,139,174,313,130,0,0,0,0,0,0,3,2,3,0,6,5,4,2,16,2,22,0,27,7,5,8,6,5,6,2,2,4,6,8,8,2,17,5,5,0,12,4,12,7,9,3,5,4,8,3,5,4,7,4,18,16,8,4,11,7,16,1,14,0,10,6,9,4,5,0,3,5,4,1,6,0,9,1,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,47,2601099,부경대대연캠퍼스,40,20,60,18,0,0,0,0,0,0,1,1,0,0,1,0,4,0,6,0,3,2,0,1,0,1,3,1,1,0,2,0,2,0,2,0,0,0,0,1,2,0,3,0,2,1,0,0,2,0,1,0,1,2,1,1,2,0,4,2,2,4,1,0,3,0,2,1,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,48,2612291,대연자이아파트,11,25,36,14,0,0,0,0,0,0,2,0,0,1,1,0,2,0,2,0,2,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,1,0,2,1,1,1,3,0,1,0,2,0,2,0,3,0,1,0,2,1,1,0,2,1,1,4,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,49,2604250,대천중학교,10,1,11,11,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,50,2604251,한국산업인력공단남부지사,6,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,51,2604258,동명대학교정문,15,3,18,34,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,6,0,0,0,4,1,1,0,1,1,2,0,0,0,0,2,1,0,0,0,4,0,3,0,1,3,1,0,0,0,0,0,2,0,0,1,1,0,0,2,0,0,1,3,0,0,0,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,52,2604253,동명대학교후문,13,13,26,13,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,0,2,4,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,4,0,2,1,0,0,4,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,53,2604256,부경대용당캠퍼스,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,54,2604255,용당동,4,20,24,12,0,0,0,0,0,0,0,1,2,0,1,0,0,1,1,0,6,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,3,0,0,0,0,3,1,0,1,0,0,0,0,1,1,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,55,2616385,신선대부두입구,4,1,5,8,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,56,2616387,현대오일뱅크,13,0,13,20,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,3,0,5,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
